Title,Ingredients,Steps,Loves,URL
Tumis buncis tempe kikil,1 potong besar tempe--1/4 kg kikil sapi--Segenggam buncis--10 biji cabe besar--7 biji cabe rawit--6 butir bawang merah--3 butir bawang--secukupnya Gula merah--,"Iris tempe dan kikil,--Goreng tempe agak kecokelatan--Tumis bumbu hingga harum lalu masukkan kikil, biarkan empuk,kemudian masukkan tempe dan buncis,angkat dan sajikan--",1,/id/resep/4359646-tumis-buncis-tempe-kikil
Bihun Goreng & Tempe Orek,Cabe rawit--Merica bubuk--Wortel--Bihun--Bawang merah--Kecap--Tempe--Garam--Telur--,"Siapkan bahan-bahan--Cucilah wortel,bawang merah,telur,dan cabe,lalu potong kecil-kecil bawang merah,tempe,wortel dan cabe--Rendam bihun di air panas dan rebus wortel agar empuk--Goreng terlebih dahulu tempe setelah itu lanjut ke bawang merah dan cabe,lalu beri kecap dan garam,air secukupnya (untuk tempe orek) setelah itu lanjut ke bihun--Nah dibihun ini stepnya sama dengan memasak tempe orek,goreng bawang merah,cabe,masukan telur dan diaduk aduk lalu masukan bihun kemudian masukan kecap dan garam secukupnya--",2,/id/resep/4359540-bihun-goreng-tempe-orek
Tempe isi sambal aka tempe melet,1 papan tempe ukuran kecil--Bahan isian :--3 siung bawang merah--1 siung bawang putih--1 buah cabe merah--5 buah cabe rawit--1 buah tomat kecil--Terasi--Gula--Garam--Bahan celupan :--3 sdm tepung terigu--1 sdm tepung tapioka--1 sdm tepung beras--Merica--Garam--Kunyit bubuk--Ketumbar bubuk--,"Haluskan bahan isian, tumis dg sedikit minyak hingga harum--Potong tempe dan belah tengah. Lalu isi dengan sambal. Sisihkan--Campurkan semua bahan untuk celupan beri air secukupnya (atur kekentalan)--Celupkan tempe pada tepung dan goreng hingga kuning kecoklatan.--Tempe isi sambal siap dihidangkan 😬--",8,/id/resep/4350830-tempe-isi-sambal-aka-tempe-melet
Tempe melet 🔥,"1 papan tempe, potong agak tebal lalu dibelah--bahan isian:--5 siung bawang merah--2 siung bawang putih--1 buah tomat--3 cabe merah keriting--10 cabe rawit / sesuai selera--Secukupnya terasi (optional)--bahan pencelup:--Tepung bumbu serbaguna--Daun bawang--","Haluskan semua bahan isian lalu tumis sampai harum. Masukkan bahan isian kedalam tempe yg sudah dibelah. Lakukan sampai selesai, sisihkan--Buat bahan pencelup. Campurkan tepung bumbu serbaguna dgn sedikit air dingin. Aduk sampai rata, jangan terlalu encer atau kental. Tambahkan daun bawang--Celupkan tempe kedalam adonan tepung. Goreng dgn api sedang sampai kuning keemasan--",6,/id/resep/4358662-tempe-melet-%F0%9F%94%A5
Tempe Bacem tanpa air kelapa,"4 papan tempe potong2--2 ruas jari lengkuas geprek--3 lembar daun salam--2 keping gula merah, sisir--2 sendok makan kecap manis--secukupnya Garam dan air--Bumbu yg dihaluskan:--10 siung bawang merah--5 siung bawang putih--1 sendok makan ketumbar sangrai--","Potong tempe sesuai selera.--Siapkan bumbunya.--Dalam wajan campurkan bumbu halus dengan daun salam, lengkuas aduk sebentar--Tambahkan tempe, air, garam, gula merah.--Setelah mendidih masukkan kecap manis. Masak dengan api kecil agar bumbu meresap, sampai air habis.--Kemudian di goreng, lalu tiriskan.--Siap di sajikan. Happy cooking moms. 😊😊😊😊--",7,/id/resep/4358585-tempe-bacem-tanpa-air-kelapa
Tempe Jeletot,1 Papan Tempe (potong potong)--20 Rawit merah--5 Cabai merah keriting--5 Siung Bawang Merah--5 Siung Bawang Putih--1 Ruas kencur--secukupnya garam--secukupnya kaldu bubuk--bahan tepung--1/4 tepung terigu--2 batang daun bawang--secukupnya Penyedep rasa--secukupnya garam--1 bungkus ketumbar halus--,"Ulek kasar cabai, bawang merah, bawang putih, kencur. Tumis tambahkan garam dan kaldu. sudah wangi Angkat--Isi tempe dengan tumisan--Adonkan tepung, garam, penyedap, ketumbar dan masukan daun. bawang--Masukan tempe yg sudah di isi ke adonan. Goreng sampai kering--Tempe jeletot siap dihidangkan--",4,/id/resep/4359308-tempe-jeletot
Mendol Tempe.,1 papan tempe (boleh tempe kemarin)--Minyak goreng--Garam gula--bumbu halus :--5 bawang merah--2 bawang putih--4 cabe rawit merah--1 cabe merah besar--2 lembar daun jeruk (buang uratnya)--2 cm kencur--,"Hancurkan tempe kasar saja (bisa dengan di uleg) sisihkan--Haluskan bumbu. Kemudian campur dengan tempe, aduk rata--Tambahkan garam gula, ratakan. Tes rasa--Ambil secukupnya adonan tempe, kepal2, kemudian bentuk lonjong & padatkan--Panaskan minyak dengan api sedang. Goreng mendol. Jangan di bolak balik supaya tidak hancur--Setelah kering 1 sisi baru balik. Setelah kuning kecoklatan, angkat, tiriskan--Siap di hidangkan..--",13,/id/resep/4358840-mendol-tempe
Sayur Buncis Tempe Cabe Hijau,"200 gr buncis (iris miring)--150 gr tempe atau 1/2 papan (potong dadu)--1/2 scht kara--1 sdm ebi (optional/rendam air panas, tiriskan)--1 ruas jempol lengkuas (geprek)--2 lbr daun salam (ukuran sedang)--Bumbu di iris :--6 siung bawang merah--4 siung bawang putih--8 bh cabe hijau--Secukupnya garam, gula dan kaldu bubuk (saya air kaldu sapi)--","Tumis bumbu iris sampai harum, masukkan buncis, tempe, pete, ebi, daun salam dan lengkuas. Aduk aduk sampai setengah matang. Beri air secukupnya dan santan kara. Koreksi rasa, sajikan.--",24,/id/resep/4358646-sayur-buncis-tempe-cabe-hijau
Lodeh Tempe Mix Kulit Sapi / Cecek (Bahasa Jawa),"2 Buah Tempe Berukuran Besar--1 Bungkus Kulit Sapi--20 Cabe Rawit--13 Siung Bawang Merah--5 Siung Bawang Putih--Secukupnya Ketumbar, Kunyit, Kencur, Lengkuas, Kemiri--2 Lembar Daun Jeruk--1 Ikat Bawang Daun--Secukupnya Garam, Gula Dan Penyedap Rasa--1 Buah Santan Kemasan (Saya Pakai KARA)--","Cuci kulit sapinya terlebih dahulu--Kemudian potong2 sesuai selera lalu sisihkan--Potong2 tempe menjadi beberapa bagian (jangan terlalu kecil)--Cuci semua bumbu kemudian haluskan semua bumbu dan geprek lengkuas--Masukkan semua bumbu kedalam penggorengan bersama dengan daun jeruk--Setelah itu masukkan tempe dan kulit sapi, aduk hingga bumbu merata dan diamkan kurang lebih 15 menit--Jika sudah lunak dan bumbu meresap, masukkan daun bawang dan santan kara lalu tambahkan air secukupnya--Kalau sudah mendidih tambahkan gula dan penyedap rasa--Setelah dirasa pas, masakan sudah bisa untuk dihidangkan :)--",5,/id/resep/4358382-lodeh-tempe-mix-kulit-sapi-cecek-bahasa-jawa
Tempe dan tahu goreng spesial,Bahan halus buat rebusan :--1/2 ruas jari jahe--2 siung bawang putih--secukupnya Garam 3 sendok teh gula--Buat menggoreng :--Tepung ayam goreng sajiku--secukupnya Daun seledri--secukupnya Air--2 lembar Daun salam buat rebusan--secukupnya Minyak untuk menggoreng--sesuai selera tempe (klo sya 1 papan tempe harga 2rbuan--sesuai selera Tahu (sya pkek 5 buah tahu ukuran kecil lalu potong--,"Rebus tahu tempe dengan bumbu halus beri daun salam tunggu airnya agak kering tambahkan gula dan garam kalo tidak terlalu suka manis bisa kurangi takaran gulanya--Siapkan tepung dan iris daun seledri beri air aduk rata jangan terlalu encer dan jangan terlalu kental--Siapkan minyak panas buat goreng, baluri tahu tempe dengan tepung goreng hingga matang teriskan lalu sajikan--",4,/id/resep/4344209-tempe-dan-tahu-goreng-spesial
Tempe katsu,"Bahan adonan :--2 papan tempe--2 siung bawang putih (haluskan)--1 butir telur--2 sdm tepung terigu--3 sdt tepung maizena--1/2 sdt royco--Secukupnya garam, gula, merica--Bahan celup :--5 sdm tepung terigu (campur 1/2 sdt royco)--1 butir telur (kocok lepas, beri sedikit garam merica)--Secukupnya tepung roti--",Campur semua bahan adonan sampai kalis dan bisa dibentuk. Bisa ditambah 1 sdm tepung terigu jika adonan masih basah--Bentuk adonan tempe menjadi bentuk katsu--Perlahan celupkan ke bahan celup dgn urutan 1-2-3--Simpan di freezer sampai semalaman supaya bentuknya menyatu--Goreng saat ingin dimakan.. Selamat menikmati 😁--,5,/id/resep/4358688-tempe-katsu
Tempe Bacem,1 papan tempe--500 ml air kelapa--2 cm jahe (geprek)--2 cm lengkuas (geprek)--1 batang sereh (geprek)--2 lembar daun salam--2 lembar daun jeruk--Secukupnya gula merah--Secukupnya garam--■Bumbu Halus■--3 siung bawang merah--3 siung bawang putih--1 butir kemiri sangrai--,"Potong-potong tempe. Kemudian masukkan kedalam panci.--Masukkan bumbu halus, gula, garam, daun jeruk, daun salam, sereh, lengkuas dan jahe. Tambahkan air kelapa hingga seluruh tempe terendam.--Nyalakan api sedang. Aduk tempe agar tercampur rata dengan bumbu. Tutup panci. Tunggu hingga bumbu meresap dan air surut.--Tes rasa jika masih terasa kurang manis bisa ditambahkan gula.--Jika sudah meresap matikan api dan dinginkan. Goreng tempe. Siap dinikmati--",2,/id/resep/4358242-tempe-bacem
"Lodeh TKL (tempe, kacang panjang, labu siam)",2 buah labu siam--1 papan tempe--1 ikat kacang pangjang--Bumbu yang di haluskan :--4 siung bawang putih--4 siung bawang merah--1 buah cabe merah--5 buah cabe rawit--1 buah kunyit (ukuran kecil)--Sedikit lengkuas--1 bungkus santan kara--Garam--Penyedap rasa--,"Iris tipis tempe, labu siam dan kacang panjang--Blender bumbu yang harus dihaluskan--Tumis bumbu halus sampai harum, kemudian tuangkan air--Masukkan labu siam dan kacang panjang--Setelah air sedikit berkurang, masukkan potongan tempe--Masukkan santan kara yang sdh dicampur dengan air--Beri sedikit garam dan penyedap rasa--Tes rasa dan tunggu sampai sedikit mendidih--Lodeh TKL siap disajikan--",172,/id/resep/4358093-lodeh-tkl-tempe-kacang-panjang-labu-siam
Tempe Mendoan Simpel,"1/2 papan tempe (Rp 2.000,-) potong mjd 12--125 gram tepung terigu--1 siung bawang putih ukuran besar--secukupnya Garam--secukupnya Air--Minyak untuk menggoreng--","Haluskan bawang putih dan garam, beri air secukupnya.--Masukkan terigu kedalam.mangkok beserta bumbu tadi, aduk smp rata.--Masukkan tempe, pastikan semua bagian tempe tertutup adonan terigu.--Diamkan selama 10 mnt smp adonan tepung berbumbu meresap.--Goreng dgn minyak panas smp kuning kecoklatan.--Tempe mendoan simpel siap dinikmati dgn cabai atau sambal kacang.--Recook--",7,/id/resep/4358210-tempe-mendoan-simpel
Telor kuning labu + wortel + tempe,3 butir telur--1 Tempe--1 wortel--1 labu--2 bawang Putin--2 bawang merch--garam--gula--minyak goreng--,"Kukus labu terlebih dahulu Selema 15 menit / 30 menit--Wortel, Tempe & labu di potong dadu--Bawang merah & bawang putih di iris--Lalu tuangkan minyak goreng sedikit ke wajan panaskan--Setelah minyak Panas masukan bawang putih & bawang merah aduk sebentar lalu masukan semua bahan lalu aduk Hingga matang Tambahkan sedikit gulag & garam aduk Hingga rata & matang--Setelah matang taruh sedikit bahan yang Utah di masak ke dalam cetakan dan baluri telur kuning di ATAs nya Dan Tambahkan lg sisal banana yang Utah di masak lalu oleskan telur di ATAs nya Dan kukus Selena 15 menit / 30 Menit sajikan--",0,/id/resep/4358291-telor-kuning-labu-wortel-tempe
Tempe orek,1 papan tempe (potong2)--1 siung bawang putih (iris)--3 siung bawang merah (iris)--1 buah tomat (iris)--secukupnya Gula putih--secukupnya Garam--secukupnya Minyak goreng--,"Goreng tempe sisihkan--Tumis bawang putih, bawang merah, tomat sampai matang dan harum beri garam, gula,--Kemudian masukan tempe aduk2 sampai merata angkat--",5,/id/resep/4357796-tempe-orek
Tempe melet,Bahan:--Tempe (1 papan)--Minyak goreng (untuk menggoreng)--Tepung terigu (secukupnya)--Onclang (daun bawang)--Garam dan penyedap rasa--Air--Isi tempe:--6 Bawang merah--1 Bawang putih--5 cabe merah kriting--15 cabe jempret (cabe yg pedas)--Garam--Penyedap rasa--secukupnya Jeruk sambel--,"Potong"" tempe, 1 papan saya jadi 12 tempe dan lubangi atau iris tengahnya (untuk isian sambel)--Ulek halus semua bahan isian tempe--Isi tempe dengan isian yg sudah dibuat tadi--Siapkan adonan tepung untuk celupan tempe (tepung terigu, onclang,air,garam dan penyedap rasa)--Celupkan tempe tadi yg sudah diisi isian ke adonan tepung lalu di goreng--Siap di sajikan dan di makan..--",5,/id/resep/4357979-tempe-melet
Buncis Tempe Pedas Ala Anak Kost,"1 bungkus buncis--1 papan tempe--7 buah cabe rawit--3 buah cabe merah besar--6 siung bawang merah--3 siung bawang putih--Minyak--Air--secukupnya Gula pasir, garam--secukupnya lada bubuk, kaldu bubuk--","Bersihkan buncis, potong serong lalu cuci hingga bersih--Potong tempe sesuai selera kemudian goreng setengah matang--Blender: bawang merah, bawang putih, cabe rawit dan 1 buah cabe merah besar (2 cabe merah sisanya dipotong tipis saja)--Tumis bumbu yang sudah halus,... kemudian masukkan gula pasir, garam, kaldu bubuk, lada bubuk, beri air tunggu hingga mendididih, kemudian koreksi rasa--Masukkan tempe, masak hingga meresap, masukkan potongan cabe merah baru masukkan buncis, masak hingga layu dan jangan terlalu lama agar tetap segar--Simple kan, selamat mencoba yaa--",6,/id/resep/4357942-buncis-tempe-pedas-ala-anak-kost
Tumis kacang tahu tempe,"1 papan tempe--1 papan tahu--1 ikat kacang panjang--4 siung bawang putih--3 siung bawang merah--sesuai selera Cabe--1 ruas jari Lengkuas--3 lembar daun salam--secukupnya Kecap manis--secukupnya Saos tiram--sesuai selera Garam, Gula dan Royco--secukupnya Lada bubuk--","Cuci dan potong kotak2 tempe dan tahu kemudian goreng setengah matang--Potong dan cuci kacang panjang 3-5cm--Iris2 bawang dan cabe. Geprek lengkuas kemudian tumis sampai harum--Masukkan kacang panjang tambahkan air dikit tunggu sampai setengah matang kemudian masukkan tahu dan tempe--Tambahkan Gula,Garam,Royco,Lada bubuk, kecap manis dan saos tiram--Masak sampai susut dan sajikan dengan nasi--",6,/id/resep/4357684-tumis-kacang-tahu-tempe
Tempe goreng gurih,1/2 papan tempe--2 siung bawang bawang putih--1/4 ruas jari kunyit--1 sdt garam--Minyak untuk menggoreng--,"Iris tempe menjadi segitiga atau kotak sesuai selera--Kalau tempe nya tebel bisa dibelah 2 lalu jangan lupa digarit--Haluskan bumbu bawang putih, kunyit, garam. Lalu kasih sedikit air--Balurkan tempe pada bumbu dan goreng pada minyak panas--",9,/id/resep/4357625-tempe-goreng-gurih
Tempe tumis kecap,"1 buah tempe,ukuran sedang saya beli di psr 2rb aja--3 Bawang merah--3 Bawang putih--3 Cabe merah--3 Cabe ijo--Tomat kecil--Bawang bombay kecil--Kecap--Air dan royco--","Iris dadu tempe nya,lalu goreng..tiriskan--Siapkan lgi irisan smuabbahan2 lalu tumis hingga keharuman--Masukkan tempe yg sudah digoreng tdi,masukkan kecap--Dan beri sdkit air,lalu garam--Agar bumbu terasa,biarkan airnya mndidih--Lalu sajikan 😋--",4,/id/resep/4357543-tempe-tumis-kecap
Tempe kentang goreng pedas,1 buah tempe yg biasa di jual dinpasar--3 kentang sedang--15 cabe kecil--10 butir Bawang merah--5 siung Bawang putih--2 tangkai Daun bawang pre--Lengkuas seujung jempol di memarkan--Kecap manis--Saos cabe--secukupnya Garam--Minyak untuk numis--,Goreng tempe dan kentang jangan terlalu kering.--Rajang bumbu.. Bawang merah bawang putih cabe kecil yg merah sdikit laos di geprek.--Tumis bawang merah putih bersama an.. Hingga kuning lalu masuk kan cabe lengkuas bawang pre tomat yg sudah di rajang dan di buang isinya agar tidak terlalu basah.--Setelah layu.. masuk kan tempe dan kentang aduk aduk--Tambahkan kecap manis.. Saos sambal. Garam secukup nya.. Aduk hingga rata.. Cicipi.. Bila sudah mantap.. Siap di hidangkan... 😍😍😍😀😘😘😘😘--,6,/id/resep/4357264-tempe-kentang-goreng-pedas
Kering tempe teri kacang,1 papan tempe--1 ons teri--1 ons kacang tanah digoreng--10 butir cabe merah--6 siung bawang merah--3 siung bawang putih--1 batang serai--3 lembar daun salam--3 lembar daun jeruk--1 ruas lengkuas geprek--1 butir gula merah--1 sdm gula pasir--Secukupnya garam--Secukupnya penyedap--3 sdm air asam jawa--50 cc air putih--,"Iris tempe goreng sampai garing angkat tiriskan begitu juga dengan teri dan kacang--Tumis duo bawang sampai layu kemudian masukan serai,salam,daun jeruk dan lengkoas--Masukin gula merah yg sudah disisir beserta bahan lainnya.tambahkan sedikit air aduk2 hingga mengental--Setelah air menyusut masukin tempe teri dan kentang aduk2 hingga rata dan matikan api--Tunggu hingga dingin dan masukin toples--Siap disajikan bersama nasi hangat--",9,/id/resep/4291867-kering-tempe-teri-kacang
Perkedel Tempe Semangit,"1 bngks tempe matang 2-3 hari berat 250 g(asli : tempe bagus)--Bumbu halus :--5 btr bawang merah,digoreng--3 siung bawang putih,digoreng--Bumbu lainnya :--2 btr kuning telur--1/2 sdt lada bubuk hitam/putih(aku pakai lada bubuk hitam)--1-2 btg daun bawang,potong tipis--Secukupnya garam dan gula--","Kukus tempe selama 15-20 menit hingga lunak dan bisa dihaluskan.--Ulek tempe hingga halus/setengah halus,lalu campur dengan bumbu halus,aduk rata.--Tambahkan bumbu lainnya,jika ada tambahkan seledri halus,campur hingga rata.--Bentuk seperti perkedel,lakukan hingga habis.--Panaskan minyak,goreng perkedel tempe dengan api sedang agar matang sempurna,karna mudah gosong.--Sajikan sebagai pelengkap makan atau sebagai cemilan anda..😊😊..--",68,/id/resep/4348043-perkedel-tempe-semangit
Sambel Tempe Uleg Kemangi,2 papan Tempe--2 siung Bawang putih--5 siung Bawang merah--1/2 ons Cabe rawit--2 buah tomat kecil--Secukupnya Kemangi--Secukupnya Garam--Secukupnya Gula--Secukupnya sasa--,"Bumbui tempe,lalu goreng kuning masak--Siapkan cabe,bawang putih,bawang merah,tomat,Cuci bersih lalu goreng--Uleg semua cabe bawang putih bawang merah tomat,beri gula garam sasa,uleg kasar--Lalu masukkan tempe dan kemangi,Uleg--Dan tahraaaaaa,Siap di sajikan dg Nasi hangat💕 mendung2 gini pas deeeh pkoknya😋--",14,/id/resep/4357063-sambel-tempe-uleg-kemangi
Sambal goreng tempe buncis udang,1 papan Tempe--Udang putih kecil kecil--8 buah Buncis--2 siung bawang putih--1 buah bawang merah--6 cabe rawit (kalo suka pedes bole diskip)--1 buah cabe besar (iris serong untuk warna)--secukupnya Garam (aku 2 jumput tangan)--secukupnya Kaldu ayam (seujung sendok teh)--secukupnya Kecap (1 sendok teh)--secukupnya Gula (aku 1 jumput tangan)--,Tempe dipotong dadu kemudian digoreng sampe berwarna gold--Haluskan bawang merah bawang putih dan cabe rawit--Potong buncis pendek pendek--Tumis bumbu yang sudah dihaluskan bersama udang kecil putih sampai udangnya berwarna putih kemerahan dan bau harum--Masukkan buncis dan oseng sebentar kemudian tambahkan sedikit air untuk melembekkan buncis--Sambil memasak buncis masukkan garam gula royco dan kecap kemudian aduk rata--Masukkan tempe disaat air kuah bunciss belum meresap habis diamkan sebentar sampai kirakira bumbu suda meresap semua--Sajikan--,6,/id/resep/4356887-sambal-goreng-tempe-buncis-udang
Perkedel Tempe,2 papan tempe uk besar--1 butir telur--2 sdm tepung serbaguna--2 ruas kencur--3 siung bawang merah--4 siung bawang putih--1 sdt kaldu bubuk Royco rasa ayam--1 sdt garam--secukupnya minyak untuk menggoreng--,"Iris tempe menjadi beberapa bagian lalu kukus selama 10 menit--Haluskan tempe yang sudah dikukus tadi dengan semua bumbu--Masukan telur dan tepung sampai adonan kalis--Ambil adonan 1 sdm bulatkan, pipihkan. bentuk rata sampai adonan habis--Goreng dalam minyak panas sampai kecoklatan. usahakan tercelup minyak semua bagian--Angkat, sajikan--Lebih enak jika tempenya agak busuk/layu. atau 1/4 bag tempe busuk ditambah 3/4 bag tempe bagus--",9,/id/resep/3117165-perkedel-tempe
"Kering tempe, teri, kacang / oreg","1 papan tempe--1 bungkus teri jengki/tawar--1 bungkus kacang tanah mentah--Secukupnya minyak goreng--2 lembar daun salam--1 ruas lengkuas, geprek--1/2 bungkus asem jawa--1/2 potong gula merah--Secukupnya kecap manis--Secukupnya garam, penyedap rasa dan merica bubuk--Secukupnya minyak goreng--Bumbu halus :--2 siung bawang merah--2 siung bawang putih--Secukupnya cabe jablay/rawit setan u/ yg suka pedas--","Potong-potong tempe sampai kecil, lalu goreng sampai garing. Angkat sisihkan.--Teri digoreng sampai garing, angkat sisihkan.--Kacang digoreng sampai matang jangan sampai hitam, angkat sisihkan.--Ulek bumbu halus.--Panaskan sedikit minyak, masukan bumbu halus, daun salam dan lengkuas sampai harum.--Lalu masukan sedikit air, kecap manis, gula merah, asem jawa, garam, penyedap rasa dan merica.--Tes rasa, jika kurang manis bisa ditambahkan gula pasir.--Memasaknya jangan terlalu lama, matikan kompor. Diamkan sampai dingin.--Setelah dingin masukan tempe, teri dan kacang dalam keadaan kompor mati. Campurkan hingga rata.--Siap disajikan bersama lauk lainnya, tapi bisa juga hanya dengan nasi hangat saja. Hmmm yummy...--Tips : simpan dalam toples kedap udara supaya awet dan bisa dimakan lain waktu--",16,/id/resep/4249652-kering-tempe-teri-kacang-oreg
Tempe Melet,"1 papan tempe--1 bungkus kecil tepung bumbu serbaguna / kentucky--secukupnya Minyak goreng--Bumbu halus :--3 siung bawang merah--2 siung bawang putih--10 buah cabe rawit hijau--7 buah cabe kriting / cabe merah--Secukupnya gula, garam, penyedap dan merica bubuk--","Potong-potong tempe agak tebal karena nanti akan dipotong lagi tengahnya.--Ulek bumbu halus kemudian panaskan minyak.--Masukan bumbu yang telah dihaluskan, tumis sampai harum.--Lalu masukan penyedap, gula, garam dan merica bubuk.--Tumis hingga matang, angkat.--Diamkan sebentar bumbunya sampai tidak terlalu panas.--Tempe yang sudah dipotong-potong tadi kudian dibelah tengahnya jangan sampai putus, lalu masukan bumbu yang telah ditumis tadi secukupnya.--Siapkan mangkok, masukan tepung bumbu serbaguna dan air lalu kocok hingga merata. Kekentalan disesuaikan.--Siapkan wajan, tuang minyak lumayan banyak perkirakan sampai bisa menenggelamkan tempe, panaskan.--Sambil menunggu minyaknya panas, celupkan tempe kedalam adonan tepung tadi.--Setelah minyak panas, masukan kedalam wajan. Goreng hingga kekuning-kuningan, jangan lupa di bolak-balik.--Kemudian angkat dech, dan sajikan.--Selamat mencoba.😊😊😊--",16,/id/resep/4287439-tempe-melet
Oseng Tahu Tempe,"6 buah tahu kulit, potong sesuai selera--1/2 papan tempe uk kecil, potong sesuai selera--5 siung bawang merah cincang kasar--2 siung bawang putih cincang halus--3 buah cabe rawit, iris tipis--2 buah cabe merah, iris serong--1 ruas lengkuas, geprek--2 lembar daun salam--1/2 bungkus terasi udang abc--2 sdm kecap manis--secukupnya Garam, lada, gula jawa,--Air secukupnya (kurleb 250ml)--","Panaskan minyak, tumis bawang putih smpai harum, lalu masukkan bawang merah, cabe, terasi, lengkuas dan daun salam. Aduk sampai layu--Masukkan tahu dan tempe, aduk2, lalu beri lada dan garam. Tambahkan sedikit air, masukkan kecap dan gula jawa. Aduk2--Masak sampai air menyusut yaa, jgn lupa tes rasa.--Angkat dan sajikan. Kalo mau yg pedes tinggal d tambahin lg cabenya--",6,/id/resep/4355642-oseng-tahu-tempe
TEMPE JELETOT by DapurRekalya,bahan isi :--10 buah Cabe setan--15 buah cabe rawit--5 siung bawang putih--5 siung bawang merah--1 buah telur--Secukupnya Daun bawang (iris)--Secukupnya garam dan penyedap--bahan utama :--2 Potong tempe ukuran sedang--bahan baluran :--1/2 ons Tepung terigu--2 siung bawang putih--Secukupnya ketumbar--Secukupnya garam dan penyedap--Secukuonya air--,Blender semua bumbu halus lalu tumis. Masukkan telur. Aduk acak lalu masukan irisan daun bawang. Beri garam dan penyedap. Sisihkan--Potong 1 tempe.menjadi 4 atau 6 bagian. Bolongi tengahnya dengan pisau tipis. Usahakn jangan sampai terputus.--Isilah tempe yang telah dibolongi dengan bahan isian tadi. Sisihkan--Untuk membuat bahan baluran: Tumbuk halus bawang putih dan ketumbar. Campurkan dalam wadah tepung terigu. Beri air dan garam--Baluri tempe dengan bumbu baluran lalu goreng dengan api kecil agar tempe benar-benar matang (tidak langu)--Josss--,4,/id/resep/4355706-tempe-jeletot-by-dapurrekalya
Tumis kacang dan tempe,1 ikat kacang panjang muda--1 kotak kecil tempe--4 siung bawang putih--3 siung bawang merah--5 buah cabe rawit (sesuai selera)--Garam--Gula--Penyedap rasa (saya pakai masako sapi)--3/4 sdm minyak sayur (untuk menumis)--Minyak (untuk menggoreng tempe)--,"Iris - iris kacang panjang lalu cuci dan tiriskan--Potong tempe berbentuk dadu lalu goreng setengah matang. jika sudah cukup kering, tiriskan--Uleg kasar bawang merah, bawang putih, dan cabe rawit. Tambahkan garam & gula secukupnya--Panaskan minyak, jika sudah panas masukan bumbu yg sudah di uleg dan tumis hingga harum--Masukan irisan kacang aduk2 selama 5 mnt lalu masukan irisan tempe aduk2 hingga rata--Tambahkan masako secukupnya (bisa tambahkan garam/gula jika kurang sedap) lalu aduk rata. Biarkan sebentar selama 3 menit agar bumbu meresap--Setelah 3 menit aduk sebentar lalu matikan kompor, dan tumis kacang panjang + tempe siap di hidangkan--",6,/id/resep/4355671-tumis-kacang-dan-tempe
Tumis Labu siam & Tempe,3 siung bawang merah--2 siung bawang putih--1/4 tomat--1/4 papan tempe--1/2 labu siam--Berapa iris daun bawang--4 bh cabe merah--5 bh cabe keriting--Penyedap rasa--Gula dan garam--,"Iris korek api labu siam, diremes dgn garam, lalu di cuci--Potong dadu tempe, kemudian goreng sebentar--Iris semua bahan, lalu tumis sampai harum--Jika sdh harum, masukkan labu sampai agak layu, lalu masuk kan daun bawang aduk rata, lalu masukan tempe tsb, kasih gula dn garam, koreksi rasa. Sajikan--",5,/id/resep/4355367-tumis-labu-siam-tempe
Perkedel Tempe Nyummy👌😋,1 papan tempe--1/2 buah wortel (diparut)--1 batang seledri--1 batang daun bawang--1/2 bonggol jagung (disisir)--3 sdm terigu--1 sdt garam--5 sdm air (kurleb)--Bumbu halus :--2 siung bawang putih--2 siung bawang merah--6 butir merica--Minyak utk menggoreng--,"Parut wortel, jagung disisir, potong2 daun bawang dan seledri.--Hancurkan/ tumbuk tempe hingga halus.--Giling halus bawang merah+bawang putih+ merica dan beri garam.--Campur semua bahan jadi 1. Koreksi rasa. Tambahkan sedikit air utk melunakkan tempe (tempe stlh ditumbuk berubah jd padat, tp airny jgn tll byk). Lalu masukkan terigu dan aduk merata.--Bentuk adonan perkedel hingga habis.--Goreng perkedel di minyak panas, jgn lupa dibalik. Angkat dan tiriskan.--Perkedel tempe udh jadi😊 Enk dmkn pake cabe rawit/ dicocol saus sambal👌😋--",19,/id/resep/4353928-perkedel-tempe-nyummy%F0%9F%91%8C%F0%9F%98%8B
Tempe Jeletot / Tempe Jontor,"2 papan tempe--Bahan sambal :--10 cabai rawit--4 cabai keriting merah--3 siung bawang putih--2 buah bawang merah,diiris--Secukupnya garam & kaldu bubuk--Secukupnya minyak--Bahan adonan tepung :--6 sdm munjung tepung terigu--1 sdm munjung tepung beras--1/2 sdt ketumbar bubuk--2 siung bawang putih,dihaluskan--1 batang daun bawang,diiris--Secukupnya air--Secukupnya garam & kaldu bubuk--","Potong tempe,lalu belah tengahnya.--Haluskan bahan sambal kecuali bawang merah.Sisihkan dalam mangkok,lalu tumis bawang merah dgn sedikit minyak.Campurkan tumisan BM dgn sambal beserta minyaknya.--Masukkan sambal ke dalam tempe.--Campur semua adonan tepung,aduk jgn terlalu encer.Lalu masukkan tempe ke dalam adonan tepung,pelan2 aja ya biar sambalnya nggak berhamburan.--Goreng tempe dalam minyak panas,hingga kecoklatan.Sajikan.--",3,/id/resep/4354724-tempe-jeletot-tempe-jontor
